Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Speaker Gender,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Trial type,Spreadsheet: Audio,Spreadsheet: Speaker,Spreadsheet: Speaker illusion,Spreadsheet: Speaker gender,Spreadsheet: Variety,Spreadsheet: Political orientation,Spreadsheet: Stimulus number,Spreadsheet: Stimulus1,Spreadsheet: Stimulus2,Spreadsheet: Stimulus3,Spreadsheet: Stimulus4,Spreadsheet: Stimulus5,Spreadsheet: Stimulus6,Spreadsheet: Attention Check,Spreadsheet: Correct,Spreadsheet: ,Manipulation: Spreadsheet,Manipulation: Speaker Gender,Store: Progress,Store: Attention Check,Store: Test,Store: Feedback,Store: Attention Check Redirect,Store: Content Attention Check
87,1719843833426,01/07/2024 14:23:53,1719851033426,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,2383.2000000000116,8233.399999999994,8249.99999999997,2383.2000000000116,8233.399999999994,8249.99999999997,1,2383.2000000000116,5866.799999999959,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,26,object-2057,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,15,100,,4,,
88,1719843836415,01/07/2024 14:23:56,1719851036415,2,01/07/2024 18:23:56,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,info,audio finished,11251.100000000006,11250.100000000006,11251.100000000006,11251.100000000006,11250.100000000006,11251.100000000006,0,11251.100000000006,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,15,100,,4,,
89,1719843836466,01/07/2024 14:23:56,1719851036466,2,01/07/2024 18:23:56,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,info,audio started,16.60000000000582,0,16.60000000000582,16.60000000000582,0,16.60000000000582,0,16.60000000000582,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
90,1719843842926,01/07/2024 14:24:02,1719851042926,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,continue,,6511.399999976158,6500.100000000006,6511.399999976158,6511.399999976158,6500.100000000006,6511.399999976158,0,6511.399999976158,0,0,,Click To Continue,Continue Button,4,object-1951,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
91,1719843842928,01/07/2024 14:24:02,1719851042928,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,1350,6500.100000000006,6513.699999928474,1350,6500.100000000006,6513.699999928474,1,1350,5163.699999928474,0,,Rating Scale,RatingScale_Stimulus1,3,object-1950,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
92,1719843842930,01/07/2024 14:24:02,1719851042930,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,1833.5,6500.100000000006,6515.799999952316,1833.5,6500.100000000006,6515.799999952316,1,1833.5,4682.299999952316,0,,Rating Scale,RatingScale_Stimulus2,6,object-1953,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
93,1719843842933,01/07/2024 14:24:02,1719851042933,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,2466.7000000000116,6500.100000000006,6516.900000000023,2466.7000000000116,6500.100000000006,6516.900000000023,1,2466.7000000000116,4050.2000000000116,0,,Rating Scale,RatingScale_Stimulus3,8,object-1955,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
94,1719843842936,01/07/2024 14:24:02,1719851042936,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,3616.7000000000116,6500.100000000006,6516.900000000023,3616.7000000000116,6500.100000000006,6516.900000000023,1,3616.7000000000116,2900.2000000000116,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,10,object-1957,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
95,1719843842943,01/07/2024 14:24:02,1719851042943,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,4216.700000000012,6500.100000000006,6516.900000000023,4216.700000000012,6500.100000000006,6516.900000000023,1,4216.700000000012,2300.2000000000116,0,,Rating Scale,RatingScale_Stimulus4,14,object-1961,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
96,1719843842946,01/07/2024 14:24:02,1719851042946,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,4700,6500.100000000006,6516.900000000023,4700,6500.100000000006,6516.900000000023,1,4700,1816.9000000000233,0,,Rating Scale,RatingScale_Stimulus5,16,object-1963,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,15,100,,4,,
97,1719843842949,01/07/2024 14:24:02,1719851042949,2,01/07/2024 18:24:02,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,response,7,5266.700000000012,6500.100000000006,6516.900000000023,5266.700000000012,6500.100000000006,6516.900000000023,1,5266.700000000012,1250.2000000000116,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1973,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,16,100,,4,,
98,1719843853463,01/07/2024 14:24:13,1719851053463,2,01/07/2024 18:24:13,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial4,Screen 1,ntrilv,1,info,audio finished,17048.899999976158,17033.600000000006,17048.899999976158,17048.899999976158,17033.600000000006,17048.899999976158,0,17048.899999976158,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr3_st,VLDE11_st_A6.mp3,ExpSpkr3,**Politiker/-in 9**,f,st,r,6,**sympathisch**,**redegewandt**,**intelligent**,**überzeugend**,**charismatisch**,**begeisternd**,**sieben**,7,,,Female,16,100,,4,,
99,1719843857154,01/07/2024 14:24:17,1719851057154,2,01/07/2024 18:24:17,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Content Check1,Screen 1,8lham5,1,info,audio started,3706.000000023836,3699.7999999999884,3706.000000023836,3706.000000023836,3699.7999999999884,3706.000000023836,1,3706.000000023836,0,0,,Audio Clip,Audio,5,object-1828,,Content Check1,,THMA31_st_A0.mp3,Practice_Spkr,**Politiker/-in 1**,,st,n,0,,,,,,,,,,,Female,16,100,,4,,
100,1719843864492,01/07/2024 14:24:24,1719851064492,2,01/07/2024 18:24:24,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Content Check1,Screen 1,8lham5,1,info,audio finished,11044.399999999994,11033.299999999988,11044.399999999994,11044.399999999994,11033.299999999988,11044.399999999994,1,11044.399999999994,0,0,,Audio Clip,Audio,5,object-1828,,Content Check1,,THMA31_st_A0.mp3,Practice_Spkr,**Politiker/-in 1**,,st,n,0,,,,,,,,,,,Female,16,100,,4,,
101,1719843867967,01/07/2024 14:24:27,1719851067967,2,01/07/2024 18:24:27,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Content Check1,Screen 1,8lham5,1,response,continue,14519.399999999994,14516.699999999983,14519.399999999994,14519.399999999994,14516.699999999983,14519.399999999994,1,14519.399999999994,0,0,ResponseProgress,Click Response,Continue Button,2,object-1821,,Content Check1,,THMA31_st_A0.mp3,Practice_Spkr,**Politiker/-in 1**,,st,n,0,,,,,,,,,,,Female,17,100,,4,,
102,1719843867970,01/07/2024 14:24:27,1719851067970,2,01/07/2024 18:24:27,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Content Check1,Screen 1,8lham5,1,response,illegale Müllhalden,12983.299999999988,14516.699999999983,14522.299999976152,12983.299999999988,14516.699999999983,14522.299999976152,1,12983.299999999988,1538.999999976164,0,AttentionCheck,Dropdown,Dropdown,6,object-2206,,Content Check1,,THMA31_st_A0.mp3,Practice_Spkr,**Politiker/-in 1**,,st,n,0,,,,,,,,,,,Female,17,100,,4,,illegale Müllhalden
103,1719843867981,01/07/2024 14:24:27,1719851067981,2,01/07/2024 18:24:27,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Content Check1,Screen 2,32fgy6,2,timedOut,,17.099999976169784,16.60000000000582,17.099999976169784,17.099999976169784,16.60000000000582,17.099999976169784,1,17.099999976169784,0,0,,Time Limit,screen,0,screen,,Content Check1,,THMA31_st_A0.mp3,Practice_Spkr,**Politiker/-in 1**,,st,n,0,,,,,,,,,,,Female,17,100,,4,1,illegale Müllhalden
104,1719843868017,01/07/2024 14:24:28,1719851068017,2,01/07/2024 18:24:28,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,info,audio started,16.60000000000582,0,16.60000000000582,16.60000000000582,0,16.60000000000582,0,16.60000000000582,0,0,,Audio Clip,Audio Clip,2,object-216,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
105,1719843875925,01/07/2024 14:24:35,1719851075925,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,continue,,7944.399999952322,7933.5,7944.399999952322,7944.399999952322,7933.5,7944.399999952322,0,7944.399999952322,0,0,,Click To Continue,Continue Button,4,object-218,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
106,1719843875932,01/07/2024 14:24:35,1719851075932,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,response,7,1500.1000000000058,7933.5,7950.100000000006,1500.1000000000058,7933.5,7950.100000000006,1,1500.1000000000058,6450,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,3,object-217,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
107,1719843875934,01/07/2024 14:24:35,1719851075934,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,response,7,3116.8000000000175,7933.5,7950.100000000006,3116.8000000000175,7933.5,7950.100000000006,1,3116.8000000000175,4833.299999999988,0,,Rating Scale,RatingScale_Stimulus1,6,object-220,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
108,1719843875935,01/07/2024 14:24:35,1719851075935,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,response,7,3583.399999999994,7933.5,7950.100000000006,3583.399999999994,7933.5,7950.100000000006,1,3583.399999999994,4366.700000000012,0,,Rating Scale,RatingScale_Stimulus2,8,object-222,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
109,1719843875938,01/07/2024 14:24:35,1719851075938,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,response,7,4016.899999999994,7933.5,7950.100000000006,4016.899999999994,7933.5,7950.100000000006,1,4016.899999999994,3933.2000000000116,0,,Rating Scale,RatingScale_Stimulus3,10,object-224,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
110,1719843875940,01/07/2024 14:24:35,1719851075940,2,01/07/2024 18:24:35,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,1,Trial1,Screen 1,qag3cb,1,response,7,4466.8000000000175,7933.5,7950.100000000006,4466.8000000000175,7933.5,7950.100000000006,1,4466.8000000000175,3483.2999999999884,0,,Rating Scale,RatingScale_Stimulus4,14,object-229,,Trial1,Filler,PIAL12_st_A6.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,r,6,**charismatisch**,**begeisternd**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**sieben**,7,,,Female,17,100,,4,1,illegale Müllhalden
